AN,AC,AF,AC_sim,AF_sim
467010,3,6.423845313804844e-06,44,9.421639793580438e-05
470470,19,4.038514676812549e-05,26,5.526388505111909e-05
461070,17,3.6870757151842455e-05,12,2.602641681306526e-05
471720,10,2.1199016365640635e-05,32,6.783685237005004e-05
471868,0,0.0,17,3.602702450685361e-05
472006,0,0.0,4,8.474468544891378e-06
468920,1,2.1325599249338907e-06,14,2.9855838949074468e-05
470844,6,1.2743074139205342e-05,15,3.1857685348013357e-05
470400,7,1.4880952380952381e-05,5,1.0629251700680271e-05
457276,3,6.560589228387232e-06,29,6.341902920774325e-05
471012,10,2.123088159112719e-05,17,3.609249870491622e-05
460636,19,4.124731892426992e-05,14,3.0392761312619943e-05
435050,0,0.0,10,2.2985863693828294e-05
418240,6,1.4345830145371079e-05,16,3.8255547054322874e-05
471168,4,8.489540885628905e-06,27,5.730440097799511e-05
471898,3,6.357306027997576e-06,14,2.9667428130655354e-05
472010,9,1.906739263998644e-05,4,8.474396728882863e-06
471212,4,8.48874816430821e-06,288,0.0006111898678301911
471366,0,0.0,2,4.242987402570402e-06
471962,3,6.356443950996055e-06,14,2.9663405104648256e-05
471994,54,0.00011440823400297461,44,9.322152400242376e-05
471962,6,1.271288790199211e-05,0,0.0
471832,7,1.4835789009647501e-05,57,0.00012080571050712966
471938,3,6.356767202471511e-06,2,4.237844801647674e-06
471938,6,1.2713534404943022e-05,0,0.0
472006,16,3.389787417956551e-05,32,6.779574835913102e-05
471914,1,2.1190301622753296e-06,19,4.026157308323127e-05
471940,213,0.0004513285587150909,21,4.449718184514981e-05
471402,8,1.697065349743955e-05,131,0.00027789445102057266
471804,1,2.1195242092055175e-06,5,1.0597621046027588e-05
471936,4,8.475725522104692e-06,14,2.966503932736642e-05
471336,6,1.2729772391669637e-05,9,1.9094658587504455e-05
471774,14,2.9675225849665307e-05,2,4.2393179785236154e-06
471736,1998,0.004235419811080774,4,8.47931894110265e-06
471894,0,0.0,1,2.1191199718580866e-06
471978,3270,0.0069282890304209095,0,0.0
470466,8,1.7004416897289072e-05,0,0.0
471952,13,2.754517408550022e-05,2,4.237719090076957e-06
471910,1,2.1190481235828867e-06,8,1.6952384988663094e-05
471812,5,1.0597441353759548e-05,6,1.2716929624511457e-05
469364,17,3.621922431204779e-05,1,2.1305426065910464e-06
470492,20,4.250869302772417e-05,2,4.250869302772417e-06
471816,1,2.1194703019821287e-06,8,1.695576241585703e-05
471052,1,2.1229078742898873e-06,3,6.368723622869662e-06
471324,1,2.1216827490219042e-06,7,1.485177924315333e-05
471600,5,1.0602205258693808e-05,19432,0.041204410517387616
471944,37,7.839913210041869e-05,9,1.9070059159561305e-05
471820,12,2.543342800220423e-05,8,1.6955618668136153e-05
471740,2,4.239623521431297e-06,29,6.14745410607538e-05
471914,44,9.32373271401145e-05,2,4.238060324550659e-06
468580,14,2.9877502240812668e-05,1,2.1341073029151908e-06
471754,3,6.35924655646799e-06,0,0.0
471812,3,6.358464812255729e-06,13,2.7553347519774827e-05
471974,5,1.0593803895977321e-05,25,5.2969019479886604e-05
471914,3,6.357090486825989e-06,0,0.0
471670,1,2.120126359531028e-06,1,2.120126359531028e-06
471776,1,2.11965000339144e-06,13,2.755545004408872e-05
471720,19,4.0278131094717204e-05,14,2.9678622911896888e-05
466488,1,2.143677865239835e-06,0,0.0
463982,31,6.681293670875163e-05,18,3.8794608411533205e-05
468160,0,0.0,1,2.136021872863978e-06
468808,16,3.4129110424736776e-05,15,3.199604102319073e-05
471994,4,8.474684000220342e-06,4,8.474684000220342e-06
471400,34,7.212558336868901e-05,6,1.2728044123886296e-05
471026,4,8.492100223766841e-06,4,8.492100223766841e-06
471586,1,2.120504001391051e-06,38,8.057915205285993e-05
456608,13595,0.02977389796061392,7,1.5330436610834676e-05
471760,1,2.1197218924877055e-06,7,1.4838053247413939e-05
457982,56,0.00012227554794729925,9,1.9651427348673093e-05
468778,2,4.266411819667305e-06,9,1.9198853188502874e-05
469760,129,0.000274608310626703,16,3.4059945504087195e-05
471710,4,8.479786309385004e-06,2,4.239893154692502e-06
471858,7,1.4834971538047463e-05,1,2.119281648292495e-06
468432,6,1.2808689414899067e-05,0,0.0
467278,3,6.420161017638323e-06,1,2.1400536725461073e-06
471942,16,3.390247106635985e-05,30,6.356713324942471e-05
471440,12,2.5453928389614797e-05,15,3.18174104870185e-05
471308,27,5.7287378953890026e-05,4,8.487019104280004e-06
471506,39,8.271368763069824e-05,1163,0.0024665645824231293
471314,0,0.0,15,3.1825916480308244e-05
471000,0,0.0,1,2.1231422505307854e-06
471732,18,3.8157258782529064e-05,1,2.1198477101405034e-06
471836,6,1.2716282776218856e-05,2,4.238760925406285e-06
471852,47,9.960750404787941e-05,24,5.086340632232141e-05
469684,27,5.748545830813909e-05,12,2.5549092581395152e-05
469994,8,1.702149389141138e-05,51,0.00010851202355774754
471928,3,6.356901900289875e-06,1,2.1189673000966248e-06
471922,6,1.2713965443441924e-05,39,8.264077538237251e-05
471470,1,2.1210257280420813e-06,29,6.150974611322036e-05
471974,6,1.2712564675172785e-05,2,4.237521558390929e-06
471740,4,8.479247042862593e-06,9,1.9078305846440838e-05
471906,8,1.6952528681559464e-05,11,2.3309726937144262e-05
468250,24,5.125467164975974e-05,0,0.0
471988,5,1.0593489664991483e-05,26,5.508614625795571e-05
471956,70,0.00014831891108493166,22,4.661451491240709e-05
469288,33,7.031929220436064e-05,2,4.261775285112767e-06
467878,6,1.2823855791467006e-05,6,1.2823855791467006e-05
469440,0,0.0,5,1.0650988411724608e-05
466218,1,2.1449193295840145e-06,198,0.0004246940272576348
471746,27,5.723418958507332e-05,5,1.0598923997235801e-05
471586,35,7.421764004868678e-05,6,1.2723024008346304e-05
471956,3,6.356524760782785e-06,35,7.415945554246583e-05
471694,56,0.00011872103524742736,6,1.2720110919367217e-05
471346,0,0.0,19,4.031009067648819e-05
471948,10,2.1188775034537702e-05,4,8.475510013815081e-06
471556,5,1.0603194530448133e-05,2,4.241277812179253e-06
471804,6,1.2717145255233104e-05,12,2.543429051046621e-05
471750,2,4.239533651298357e-06,14,2.96767355590885e-05
471808,16,3.391209983722192e-05,7,1.4836543678784591e-05
470406,18,3.826481805079017e-05,3,6.377469675131695e-06
471940,44,9.323219053269484e-05,7,1.483239394838327e-05
471932,6,1.2713696040955053e-05,5,1.0594746700795878e-05
471992,1,2.1186799776267394e-06,279551,0.5922791064255326
471930,1,2.118958320089844e-06,1235,0.0026169135253109573
471596,0,0.0,220557,0.4676820838175048
471474,45,9.544534799373878e-05,2,4.24201546638839e-06
471850,17,3.602839885556851e-05,130,0.00027551128536611213
471920,1,2.119003220884896e-06,7,1.483302254619427e-05
471928,0,0.0,6,1.271380380057975e-05
472000,5,1.0593220338983052e-05,6,1.2711864406779661e-05
471720,39,8.267616382599847e-05,2,4.239803273128127e-06
471816,8,1.695576241585703e-05,5498,0.011652847720297742
471164,40,8.48961295854522e-05,3,6.367209718908915e-06
471758,3,6.3591926369028185e-06,33,6.995111900593101e-05
465322,62,0.00013324106747585542,4,8.596197901668093e-06
471874,6945,0.014717911984979041,8,1.695367831243086e-05
471836,12,2.5432565552437713e-05,20,4.2387609254062855e-05
471864,2409,0.005105284573521184,41,8.688944272078396e-05
471914,0,0.0,1,2.1190301622753296e-06
471934,9,1.907046324274157e-05,14,2.9665165044264664e-05
471830,12,2.5432888964245596e-05,22,4.662696310111693e-05
471730,32,6.783541432599157e-05,7,1.4838996883810654e-05
471636,0,0.0,0,0.0
471880,16,3.3906925489531234e-05,12,2.5430194117148427e-05
471388,19,4.030649910477144e-05,3,6.364184069174438e-06
463940,58,0.00012501616588351942,41,8.837349657283269e-05
471478,19,4.0298805034381245e-05,5,1.0604948693258222e-05
470902,1,2.1235841003011242e-06,4,8.494336401204497e-06
470404,7,1.4880825843317659e-05,5,1.0629161316655471e-05
471542,3,6.362105602470193e-06,2,4.241403734980129e-06
470632,1,2.124802393377416e-06,0,0.0
459232,0,0.0,10,2.1775486028848164e-05
470088,10,2.1272612787392998e-05,20,4.2545225574785996e-05
470880,5,1.0618416581719335e-05,3718,0.007895854570166496
471480,7,1.484686519046407e-05,2,4.241961482989734e-06
469822,0,0.0,7,1.4899259719638502e-05
470660,17,3.611949177750393e-05,1,2.124675986911996e-06
471258,13,2.758573859754105e-05,7,1.4853859244829796e-05
471262,1,2.121961881076768e-06,1618,0.003433334323582211
470750,56,0.00011895910780669145,17,3.6112586298459905e-05
471264,0,0.0,5,1.0609764378352685e-05
470468,5,1.0627715381279917e-05,55,0.00011690486919407909
469344,8,1.70450671575646e-05,0,0.0
470592,10,2.124983000135999e-05,3,6.374949000407997e-06
425059,4,9.410458312845982e-06,3,7.057843734634486e-06
464228,17,3.661993675521511e-05,5,1.0770569633886796e-05
470888,6,1.2741883420261293e-05,5,1.0618236183551079e-05
470728,2,4.248738124776941e-06,4,8.497476249553883e-06
470030,11,2.3402761525860052e-05,12,2.5530285300938237e-05
400990,23,5.7358038853836756e-05,6,1.4962966657522631e-05
471018,977,0.0020742307088051836,4,8.492244457748961e-06
471196,0,0.0,10,2.1222591023692902e-05
468414,5,1.067431801782184e-05,39,8.325968053901037e-05
471756,3,6.359219596571109e-06,4,8.478959462094812e-06
459996,21,4.5652570891920796e-05,23,5.000043478638945e-05
464186,0,0.0,0,0.0
471650,0,0.0,1,2.12021626205873e-06
463980,0,0.0,0,0.0
470872,2,4.247438794406972e-06,12,2.5484632766441836e-05
461272,7,1.5175427947068107e-05,3,6.50375483445776e-06
471754,6,1.271849311293598e-05,7,1.4838241965091976e-05
395250,0,0.0,0,0.0
471664,1,2.1201533294887885e-06,8,1.6961226635910308e-05
471518,3,6.362429430053572e-06,19,4.0295386390339286e-05
471924,0,0.0,20,4.237970520677058e-05
471740,3,6.359435282146945e-06,9,1.9078305846440838e-05
471906,7,1.483346259636453e-05,45,9.535797383377198e-05
471906,8,1.6952528681559464e-05,10,2.1190660851949327e-05
471314,1,2.121727765353883e-06,7,1.485209435747718e-05
471970,6,1.2712672415619637e-05,0,0.0
471910,31,6.569049183106949e-05,112,0.0002373333898412833
471700,13,2.755988976044096e-05,20,4.2399830400678394e-05
471730,1,2.1198566976872365e-06,133,0.0002819409407924024
471552,5,1.060328447339848e-05,1,2.120656894679696e-06
471830,12,2.5432888964245596e-05,75,0.000158955556026535
423182,8,1.890439574462052e-05,4,9.45219787231026e-06
465636,38,8.160881031535363e-05,201,0.00043166765456279155
436858,1,2.2890733373315816e-06,48,0.00010987552019191591
471726,1,2.1198746730093315e-06,2,4.239749346018663e-06
419572,6,1.4300286959091646e-05,3,7.150143479545823e-06
471444,53,0.00011242056320581023,1,2.1211427019964196e-06
471860,56,0.00011867926927478489,0,0.0
470764,3,6.372619826494804e-06,39,8.284405774443245e-05
470594,4,8.499895876275516e-06,3,6.374921907206637e-06
471550,7,1.4844661223624218e-05,7,1.4844661223624218e-05
471930,9,1.9070624880808595e-05,4,8.475833280359376e-06
471922,15,3.178491360860481e-05,2,4.237988481147308e-06
471628,0,0.0,31,6.572977007302365e-05
472000,39,8.26271186440678e-05,6,1.2711864406779661e-05
471526,16,3.3932381247269506e-05,15,3.181160741931516e-05
471924,11,2.330883786372382e-05,7,1.4832896822369703e-05
416908,0,0.0,30,7.195832174004817e-05
471910,3,6.35714437074866e-06,8,1.6952384988663094e-05
469804,2,4.257094447897421e-06,2,4.257094447897421e-06
468616,1,2.133943356607542e-06,1,2.133943356607542e-06
454908,45,9.89211005302171e-05,4,8.792986713797076e-06
469432,2,4.260467969801803e-06,11,2.3432573833909916e-05
468312,0,0.0,1,2.135328584362562e-06
471908,5,1.059528552175424e-05,3,6.357171313052544e-06
471786,7,1.4837235526276744e-05,20,4.239210150364784e-05
470886,0,0.0,1,2.1236562565036973e-06
466088,1,2.145517584662124e-06,0,0.0
469218,0,0.0,5,1.0656027688622346e-05
471570,42,8.906418983395891e-05,6,1.2723455690565558e-05
471892,30,6.357386859705186e-05,2,4.238257906470125e-06
466158,55,0.00011798574732172354,8,1.7161563246796152e-05
471626,6,1.2721944930941042e-05,12,2.5443889861882084e-05
471838,19,4.0268058104688475e-05,0,0.0
397706,0,0.0,2,5.028840399692235e-06
471952,3,6.356578635115435e-06,3,6.356578635115435e-06
471588,18,3.81689101503855e-05,268,0.0005682926622390731
470602,15,3.1874067683520254e-05,10,2.124937845568017e-05
471352,7,1.4850896994178448e-05,50,0.0001060778356727032
471938,23,4.8735215218948254e-05,2,4.237844801647674e-06
471716,3,6.359758837944865e-06,1,2.1199196126482883e-06
471666,5,1.0600721697133141e-05,15,3.1802165091399425e-05
469218,5,1.0656027688622346e-05,9,1.9180849839520224e-05
471596,4,8.481836147889295e-06,39,8.269790244192063e-05
471398,6,1.2728098125151146e-05,8,1.697079750020153e-05
471472,5,1.0605083652899855e-05,4,8.484066922319883e-06
472004,10,2.1186261133380226e-05,2,4.237252226676045e-06
471958,5,1.059416303993152e-05,8,1.6950660863890432e-05
471114,3,6.367885479947528e-06,17,3.608468438636933e-05
464372,123,0.0002648738511365888,15,3.230168916299863e-05
461912,24,5.1957948700185316e-05,10,2.1649145291743882e-05
471754,34,7.207146097330389e-05,2,4.2394977043119935e-06
471976,17,3.6018780615963525e-05,3,6.356255402817092e-06
471662,3,6.360486958881572e-06,0,0.0
471624,1,2.1203331467440164e-06,5,1.0601665733720083e-05
471786,15,3.179407612773588e-05,21,4.451170657883023e-05
471926,1,2.1189762801795196e-06,5,1.0594881400897598e-05
471956,9,1.9069574282348353e-05,6,1.271304952156557e-05
471648,1102,0.002336488228509397,22,4.6644955560078705e-05
471960,6,1.2712941774726671e-05,2,4.237647258242224e-06
471806,19,4.027078926507929e-05,2,4.239030448955715e-06
471826,3,6.358276144171792e-06,0,0.0
471548,2,4.241349767149898e-06,4,8.482699534299796e-06
467442,22,4.7064662567762417e-05,5,1.0696514219946005e-05
471698,805,0.0017066004095840984,3,6.360001526400366e-06
471972,0,0.0,3,6.356309272583967e-06
471942,4,8.475617766589963e-06,14,2.9664662183064867e-05
471912,5,1.0595195714455238e-05,21,4.4499822000712e-05
471966,0,0.0,9,1.9069170236839094e-05
471830,26,5.510459275586546e-05,17,3.6029926032681265e-05
471780,1,2.1196320318792658e-06,18,3.815337657382678e-05
471608,7,1.4842835575308307e-05,2,4.240810164373802e-06
471938,4,8.475689603295348e-06,2,4.237844801647674e-06
471572,34,7.209927646255503e-05,46,9.75460799199274e-05
471228,1,2.12211498467833e-06,8,1.697691987742664e-05
471510,24,5.0900299039256855e-05,5,1.0604228966511845e-05
471832,29,6.146255446853965e-05,3,6.358195289848929e-06
471470,8,1.696820582433665e-05,26,5.5146668929094107e-05
464032,0,0.0,1,2.1550237914626576e-06
471732,6,1.2719086260843022e-05,2,4.239695420281007e-06
417918,3,7.178441703874923e-06,2,4.7856278025832815e-06
469962,1,2.1278316119175592e-06,31,6.596277996944434e-05
471652,4,8.480829085851432e-06,230,0.0004876476724364574
472000,11,2.3305084745762712e-05,3,6.3559322033898304e-06
471810,26,5.5106928636527414e-05,6,1.2716983531506328e-05
471896,23998,0.050854425551392676,4,8.476443962228966e-06
471532,1,2.120746842207952e-06,64,0.00013572779790130892
469422,2,4.260558729671809e-06,4,8.521117459343618e-06
423112,2,4.726880825880618e-06,5,1.1817202064701545e-05
469200,1,2.131287297527707e-06,27,5.7544757033248084e-05
471998,5,1.059326522570011e-05,3,6.355959135420065e-06
471898,10,2.1191020093325252e-05,0,0.0
471950,0,0.0,24,5.085284458099375e-05
471222,13,2.7587846068307508e-05,6,1.2732852031526541e-05
471796,12,2.543472178653486e-05,6,1.271736089326743e-05
471120,4,8.490405841399219e-06,3,6.367804381049414e-06
464710,1,2.1518796668890274e-06,26,5.594887133911472e-05
471302,141,0.0002991712320338127,0,0.0
472000,3,6.3559322033898304e-06,8,1.694915254237288e-05
419178,48,0.00011450982637447576,6,1.431372829680947e-05
434280,7,1.6118633139909736e-05,98,0.0002256608639587363
471838,27,5.722302993824151e-05,15,3.179057218791195e-05
470492,26,5.526130093604142e-05,2,4.250869302772417e-06
471988,1,2.1186979329982964e-06,8,1.694958346398637e-05
471980,66,0.00013983643374719268,22,4.661214458239756e-05
465792,12,2.576257213520198e-05,5,1.0734405056334158e-05
471842,4,8.477414049618305e-06,2,4.238707024809153e-06
471696,3,6.360028492927648e-06,70,0.00014840066483497847
471864,1,2.1192547005069257e-06,40,8.477018802027703e-05
465638,2,4.295182094244885e-06,1,2.1475910471224427e-06
467228,0,0.0,4,8.561130754150008e-06
471940,3,6.3567402635928296e-06,0,0.0
471932,33,6.99253282252528e-05,2,4.2378986803183505e-06
471764,78,0.0001653369057410061,6,1.2718223518538931e-05
470228,1,2.1266279336832347e-06,42,8.931837321469584e-05
471982,7,1.4831074066383888e-05,1,2.11872486662627e-06
471486,2,4.241907500965034e-06,3,6.362861251447551e-06
471908,3,6.357171313052544e-06,3,6.357171313052544e-06
457370,11,2.405054988302687e-05,1,2.1864136257297156e-06
469400,5,1.0651896037494674e-05,4,8.521516829995738e-06
470784,856,0.0018182436106579662,36,7.646818923327895e-05
462650,1,2.1614611477358694e-06,19,4.1067761806981516e-05
468122,4,8.544781061347255e-06,11,2.349814791870495e-05
470152,1,2.126971702768466e-06,9,1.9142745324916196e-05
471996,4,8.474648090238053e-06,3,6.35598606767854e-06
471844,77,0.0001631895287425505,154,0.000326379057485101
472004,7,1.4830382793366158e-05,17,3.6016643926746385e-05
472004,10,2.1186261133380226e-05,40,8.47450445335209e-05
461062,4,8.675622801271845e-06,2,4.337811400635923e-06
426312,55,0.00012901349246561205,5,1.172849931505564e-05
460904,2,4.339298422231094e-06,12,2.6035790533386562e-05
463716,25,5.3912308395655965e-05,4,8.625969343304954e-06
470138,109246,0.23237007006453425,12,2.552442048930314e-05
471666,40,8.480577357706513e-05,330,0.0006996476320107873
471962,30,6.356443950996055e-05,0,0.0
471786,12,2.5435260902188705e-05,26,5.5109731954742196e-05
471376,6,1.2728692169308578e-05,51,0.00010819388343912291
471004,1,2.1231242197518492e-06,11,2.3354366417270342e-05
435932,26,5.964232953763431e-05,37,8.487562280355652e-05
471832,22,4.662676545889215e-05,3,6.358195289848929e-06
469782,9,1.9157822138779262e-05,6,1.2771881425852843e-05
469686,8,1.7032655859446524e-05,24,5.109796757833957e-05
472014,8,1.6948649828183062e-05,4,8.474324914091531e-06
467350,10,2.1397239756071467e-05,11,2.3536963731678614e-05
471990,1,2.1186889552744764e-06,14,2.9661645373842667e-05
469934,3,6.383875182472433e-06,56,0.00011916567007281874
471826,2,4.238850762781195e-06,1,2.1194253813905974e-06
468770,6,1.2799453889967362e-05,11,2.346566546494016e-05
291556,1,3.4298728203158226e-06,4,1.371949128126329e-05
470864,1,2.1237554792891367e-06,5,1.0618777396445683e-05
471962,2,4.2376293006640364e-06,0,0.0
471592,31,6.573478769784051e-05,39,8.269860387792838e-05
471280,548,0.0011627906976744186,5,1.0609404175861483e-05
471298,0,0.0,15,3.1826996931877494e-05
468678,0,0.0,0,0.0
471090,570,0.001209959880277654,0,0.0
439184,20,4.5538999599256806e-05,1,2.27694997996284e-06
469566,0,0.0,13,2.768513904328678e-05
466088,7,1.5018623092634867e-05,2144,0.0045999897015155935
471454,6,1.2726586262922787e-05,1,2.1210977104871315e-06
449412,4,8.900518900251885e-06,104677,0.23291990423041664
470782,0,0.0,10,2.1241253913701034e-05
470464,7,1.4878928037001768e-05,78,0.00016579376955516256
470892,48,0.00010193420147294921,27,5.733798832853393e-05
471436,2,4.2423573931562295e-06,8,1.6969429572624918e-05
451078,2,4.433822975183893e-06,13,2.8819849338695305e-05
471524,1,2.120782823355757e-06,33,6.998583317073999e-05
471468,3,6.363104176741582e-06,3,6.363104176741582e-06
471344,9,1.9094334498794935e-05,36,7.637733799517974e-05
436490,18,4.1238058145661985e-05,7,1.6037022612201885e-05
462640,0,0.0,5,1.0807539339443196e-05
467136,1,2.140704206055624e-06,21,4.495478832716811e-05
469318,1,2.1307514307995858e-06,15,3.196127146199379e-05
468956,22,4.6912716758075385e-05,3,6.3971886488284616e-06
471384,6,1.27284761468357e-05,0,0.0
470868,34,7.220707289516383e-05,26,5.5217173390419396e-05
458142,1,2.1827293721160686e-06,1,2.1827293721160686e-06
471136,5,1.0612646879032807e-05,3,6.367588127419683e-06
471816,65,0.00013776556962883835,1,2.1194703019821287e-06
471982,8,1.694979893301016e-05,0,0.0
471978,1,2.118742822758688e-06,8,1.6949942582069505e-05
471968,7,1.4831514000949217e-05,67528,0.14307749677944268
471992,7,1.4830759843387177e-05,10,2.1186799776267396e-05
467966,0,0.0,3,6.410722146480728e-06
471858,13,2.7550661427802434e-05,1,2.119281648292495e-06
471807,2,4.2390214642851845e-06,35,7.418287562499073e-05
471812,13,2.7553347519774827e-05,0,0.0
471376,3,6.364346084654289e-06,2,4.2428973897695254e-06
418522,21,5.0176573752395334e-05,8,1.9114885239007745e-05
471948,13,2.7545407544899014e-05,8,1.6951020027630163e-05
471976,19,4.0256284217841586e-05,5,1.0593759004695154e-05
68374,1,1.4625442419633194e-05,2,2.9250884839266388e-05
68350,0,0.0,2,2.9261155815654717e-05
68358,0,0.0,4,5.8515462711021386e-05
121568,0,0.0,0,0.0
104320,0,0.0,0,0.0
